"نام کالا",نماد,تالار,"تولید کننده","نوع قرارداد","قیمت پایانی میانگین   موزون","ارزش معامله (هزارریال)","پایین ترین",بالاترین,"قیمت پایه عرضه","حجم عرضه",تقاضا,"حجم قرارداد",واحد,"تاریخ معامله","عرضه کننده",کارگزار,"نوع ارز"
"شمش بلوم (150*150)3SP",SKS-BSG324X-00,"تالار صنعتی","فولاد کاوه جنوب کیش",سلف,"208,570","1,147,135,000","208,570","208,570","208,570","10,000","7,500","5,500",تن,1401/12/08,"فولاد کاوه جنوب کیش","بورس بهگزین",ریال
"شمش بلوم (150*150)3SP",SKS-BSG324X-00,"تالار صنعتی","فولاد کاوه جنوب کیش","سلف (مچینگ)","208,570","938,565,000","208,570","208,570","208,570",0,"4,500","4,500",تن,1401/12/08,"فولاد کاوه جنوب کیش","بورس بهگزین",ریال
"شمش بلوم (150*150)5SP",SKS-BSG194X-00,"تالار صنعتی","فولاد کاوه جنوب کیش","سلف (مچینگ)","208,570","1,251,420,000","208,570","208,570","208,570",0,"6,000","6,000",تن,1401/12/08,"فولاد کاوه جنوب کیش","بورس بهگزین",ریال
"شمش بلوم (150*150)5SP",SKS-BSG194X-00,"تالار صنعتی","فولاد کاوه جنوب کیش",سلف,"208,570","834,280,000","208,570","208,570","208,570","10,000","10,500","4,000",تن,1401/12/08,"فولاد کاوه جنوب کیش","بورس بهگزین",ریال
"روغن پایه SN500",BOC-BOSN500B-00,"تالار فرآورده های نفتی","نفت بهران",نقدی,"387,635","115,902,727","378,960","410,569","253,151",299,943,299,تن,1401/12/08,"نفت بهران","بورس بهگزین",ریال
"سیمان پوزولانی/کیسه50",NAC-CEMENTP-50L-00,"تالار سیمان","صنایع سیمان نهاوند",نقدی,"6,612","6,612,350","6,369","6,780","6,057","1,000","1,800","1,000",تن,1401/12/08,"صنایع سیمان نهاوند","بورس بهگزین",ریال
"شمش بلوم (150*150)5SP",PBIG-BSG194X-00,"تالار صنعتی","گروه صنعتی پارس بوتیل یزد",نقدی,"196,420","78,568,000","196,420","196,420","196,420",500,700,400,تن,1401/12/08,"گروه صنعتی پارس بوتیل یزد","بانک ملت",ریال
"شمش بلوم (150*150)5SP",PBIG-BSG194X-00,"تالار صنعتی","گروه صنعتی پارس بوتیل یزد","نقدی (مچینگ)","196,420","19,642,000","196,420","196,420","196,420",0,100,100,تن,1401/12/08,"گروه صنعتی پارس بوتیل یزد","بانک ملت",ریال
"شمش بلوم (150*150)3SP",HTS-BSG324X-00,"تالار صنعتی","فولاد پارس هفت تپه","نقدی (مچینگ)","200,816","10,040,800","200,816","200,816","200,816",0,50,50,تن,1401/12/08,"فولاد پارس هفت تپه","بانک ملت",ریال
"شمش بلوم (150*150)3SP",HTS-BSG324X-00,"تالار صنعتی","فولاد پارس هفت تپه",نقدی,"200,816","30,122,400","200,816","200,816","200,816",200,350,150,تن,1401/12/08,"فولاد پارس هفت تپه","بانک ملت",ریال
"سیمان پوزولانی ویژه",KHCE-CEMENTSPB-00,"تالار سیمان","سیمان خاش",نقدی,"7,219","21,655,680","7,009","7,888","5,165","3,000","4,740","3,000",تن,1401/12/08,"سیمان خاش","صبا تأمین",ریال
"سیمان پوزولانی ویژه/کیسه50",KHCE-CEMENTSP-50L-00,"تالار سیمان","سیمان خاش",نقدی,"8,590","51,539,520","8,339","8,751","6,822","6,000","8,750","6,000",تن,1401/12/08,"سیمان خاش","صبا تأمین",ریال
"شمش بلوم (150*150)5SP",wasc-BSG194X-00,"تالار صنعتی","ذوب آهن البرز غرب",نقدی,"203,455","40,690,900","202,820","204,579","200,816",200,450,200,تن,1401/12/08,"ذوب آهن البرز غرب",آگاه,ریال
"سیمان پوزولانی",SACE-CEMENTPB-00,"تالار سیمان","سیمان ساوه",نقدی,"6,944","6,944,100","6,729","7,959","5,417","1,000","2,280","1,000",تن,1401/12/08,"سیمان ساوه","صبا تأمین",ریال
"شمش بلوم (150*150)5SP",SJS-BSG194X-00,"تالار صنعتی","جهان فولاد سیرجان",نقدی,"208,570","417,140,000","208,570","208,570","208,570","2,000","2,800","2,000",تن,1401/12/08,"مجتمع جهان فولاد سیرجان","ارگ هومن",ریال
"شمش بلوم (150*150)3SP",SJS-BSG324X-00,"تالار صنعتی","جهان فولاد سیرجان",نقدی,"211,620","1,692,963,560","210,789","213,222","208,570","8,000","12,220","8,000",تن,1401/12/08,"مجتمع جهان فولاد سیرجان","ارگ هومن",ریال
"سیمان پوزولانی/کیسه50",SACE-CEMENTP-50L-00,"تالار سیمان","سیمان ساوه",نقدی,"8,498","16,995,140","8,309","8,839","6,057","2,000","8,140","2,000",تن,1401/12/08,"سیمان ساوه","صبا تأمین",ریال
"سیمان تیپ 5",WCO-CEMENT5B-00,"تالار سیمان","سیمان غرب",نقدی,"5,999","2,999,400","5,919","6,022","4,771",500,"1,200",500,تن,1401/12/08,"صنایع سیمان غرب","صبا تأمین",ریال
"شمش بلوم (150*150)3SP",PZB-BSG324X-00,"تالار صنعتی","پردیس صنعت زنده رود",نقدی,"208,570","62,571,000","208,570","208,570","208,570",300,480,300,تن,1401/12/08,"پردیس صنعت زنده رود","اقتصاد بیدار",ریال
"شمش بلوم (125*125)5SP",BFC-BSG017OO-00,"تالار صنعتی","شرکت ذوب بریس",نقدی,"203,241","40,648,280","202,599","204,579","196,420",200,400,200,تن,1401/12/08,"ذوب بریس",پارسیان,ریال
"شمش بلوم (150*150)3SP",GSS-BSG324X-00,"تالار صنعتی","غلتک سازان سپاهان",نقدی,"209,901","41,980,280","209,399","210,444","208,570",200,360,200,تن,1401/12/08,"غلتک سازان سپاهان","اقتصاد بیدار",ریال
"شمش بلوم (125*125)5SP",FTSH-BSG017OO-00,"تالار صنعتی","تولید فولاد تارا شمش یزد",نقدی,"207,140","62,141,940","206,666","208,579","196,420",300,600,300,تن,1401/12/08,"تولید فولاد تارا شمش یزد","ایساتیس پویا",ریال
"شمش بلوم (150*150)5SP",FZI-BSG194X-00,"تالار صنعتی","شرکت فولاد زرند ایرانیان",نقدی,"197,385","394,769,200","197,119","197,999","196,420","2,000","3,000","2,000",تن,1401/12/08,"فولاد زرند ایرانیان","آفتاب درخشان خاورمیانه",ریال
"شمش بلوم (150*150)5SP",FZI-BSG194X-00,"تالار صنعتی","شرکت فولاد زرند ایرانیان",سلف,"196,420","1,924,916,000","196,420","196,420","196,420","10,000","13,800","9,800",تن,1401/12/08,"فولاد زرند ایرانیان","آفتاب درخشان خاورمیانه",ریال
"شمش بلوم (150*150)5SP",FZI-BSG194X-00,"تالار صنعتی","شرکت فولاد زرند ایرانیان","سلف (مچینگ)","196,420","39,284,000","196,420","196,420","196,420",0,200,200,تن,1401/12/08,"فولاد زرند ایرانیان","آفتاب درخشان خاورمیانه",ریال
"سیمان تیپ 5/کیسه50",WCO-CEMENT5-50L-00,"تالار سیمان","سیمان غرب",نقدی,"7,010","17,524,540","6,979","7,029","6,171","2,500","4,490","2,500",تن,1401/12/08,"صنایع سیمان غرب","صبا تأمین",ریال
"پلی پروپیلن نساجی SF060",PNCO-PPSF060WP-00,"تالار پتروشیمی","پتروشیمی پلی نار",نقدی,"408,035","350,910,360","403,999","420,000","306,710",860,"1,760",860,تن,1401/12/08,"پلی نار","بانک ملت",ریال
"شمش بلوم (150*150)3SP",BISC-BSG324X-00,"تالار صنعتی","فولاد بوتیای ایرانیان","نقدی (مچینگ)","208,570","31,285,500","208,570","208,570","208,570",0,150,150,تن,1401/12/08,"فولاد بوتیای ایرانیان","آفتاب درخشان خاورمیانه",ریال
"شمش بلوم (150*150)3SP",BISC-BSG324X-00,"تالار صنعتی","فولاد بوتیای ایرانیان",نقدی,"208,570","594,424,500","208,570","208,570","208,570","3,000","3,600","2,850",تن,1401/12/08,"فولاد بوتیای ایرانیان","آفتاب درخشان خاورمیانه",ریال
"پلی پروپیلن شیمیایی PNR230C",PNCO-PPPNR230CP-00,"تالار پتروشیمی","پتروشیمی پلی نار",نقدی,"559,180","134,203,160","556,556","565,899","359,269",240,420,240,تن,1401/12/08,"پلی نار","بانک ملت",ریال
"سیمان تیپ 5",FACO-CEMENT5B-00,"تالار سیمان","سیمان فارس",نقدی,"11,441","22,881,950","11,339","11,589","7,292","2,000","6,950","2,000",تن,1401/12/08,"سیمان فارس","صبا تأمین",ریال
"سیمان تیپ 5/کیسه50",FACO-CEMENT5-50L-00,"تالار سیمان","سیمان فارس",نقدی,"10,623","28,681,730","10,500","10,899","7,580","2,700","6,420","2,700",تن,1401/12/08,"سیمان فارس","صبا تأمین",ریال
"سیمان مرکب/کیسه50",SCC-CEMENTPM-50L-00,"تالار سیمان","سیمان صوفیان",نقدی,"7,382","22,145,900","7,269","7,609","6,057","3,000","7,910","3,000",تن,1401/12/08,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان پرتلند آهکی/کیسه50",SCC-CEMENTPOLI-50L-00,"تالار سیمان","سیمان صوفیان",نقدی,"7,106","3,552,880","7,050","7,269","6,057",500,"1,480",500,تن,1401/12/08,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ 5",GHCO-CEMENT5B-00,"تالار سیمان","سیمان قائن",نقدی,"6,290","1,258,000","6,290","6,290","4,771",200,790,200,تن,1401/12/08,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 5/کیسه50",GHCO-CEMENT5-50L-00,"تالار سیمان","سیمان قائن",نقدی,"7,062","1,412,420","6,869","7,111","6,171",200,660,200,تن,1401/12/08,"شرکت سیمان قاین","صبا تأمین",ریال
"شمش بلوم (150*150)5SP",SIS-BSG194X-00,"تالار صنعتی","فولاد سیرجان ایرانیان",نقدی,"212,145","1,060,726,500","211,879","212,669","208,570","5,000","9,500","5,000",تن,1401/12/08,"فولاد سیرجان ایرانیان","آفتاب درخشان خاورمیانه",ریال
"سیمان تیپ 5",KHCO-CEMENT5B-00,"تالار سیمان","سیمان خوزستان",نقدی,"7,474","22,422,890","7,300","7,629","6,874","3,000","5,240","3,000",تن,1401/12/08,"شرکت سیمان خوزستان","صبا تأمین",ریال
"شمش بلوم (150*150)5SP",SIS-BSG194X-00,"تالار صنعتی","فولاد سیرجان ایرانیان",سلف,"196,420","1,767,780,000","196,420","196,420","196,420","10,000","11,500","9,000",تن,1401/12/08,"فولاد سیرجان ایرانیان","آفتاب درخشان خاورمیانه",ریال
"شمش بلوم (150*150)5SP",SIS-BSG194X-00,"تالار صنعتی","فولاد سیرجان ایرانیان","سلف (مچینگ)","196,420","196,420,000","196,420","196,420","196,420",0,"1,000","1,000",تن,1401/12/08,"فولاد سیرجان ایرانیان","آفتاب درخشان خاورمیانه",ریال
"شمش بلوم (150*150)5SP",KDSC-BSG194X-00,"تالار صنعتی","فولاد کویر دامغان",نقدی,"212,765","106,382,600","212,722","212,900","200,816",500,900,500,تن,1401/12/08,"فولاد کویر دامغان","کالای خاورمیانه",ریال
"سیمان تیپ 5/کیسه50",KHCO-CEMENT5-50L-00,"تالار سیمان","سیمان خوزستان",نقدی,"8,148","146,655,440","8,009","8,411","7,366","18,000","30,760","18,000",تن,1401/12/08,"شرکت سیمان خوزستان","صبا تأمین",ریال
"سیمان تیپ 5",KACC-CEMENT5B-00,"تالار سیمان","سیمان کارون",نقدی,"6,249","6,249,000","6,239","6,259","5,439","1,000","1,650","1,000",تن,1401/12/08,"سیمان کارون","راهنمای سرمایه‌گذاران",ریال
"سیمان پوزولانی",DCCO-CEMENTPB-00,"تالار سیمان","سیمان دورود",نقدی,,0,,,"4,657","4,000",0,0,تن,1401/12/08,"سیمان دورود","صبا تأمین",ریال
"روغن پایه SN600",TIOC-BOSN600B-00,"تالار فرآورده های نفتی","نفت ایرانول تهران",نقدی,"317,324","99,004,984","312,559","321,111","253,151",312,494,312,تن,1401/12/08,"نفت ایرانول","صبا تأمین",ریال
"روغن پایه SN150",AIOC-BOSN150B-00,"تالار فرآورده های نفتی","نفت ایرانول آبادان",نقدی,"438,972","136,959,108","433,159","445,999","253,151",312,598,312,تن,1401/12/08,"نفت ایرانول","صبا تأمین",ریال
"سیمان تیپ 5/کیسه50",KACC-CEMENT5-50L-00,"تالار سیمان","سیمان کارون",نقدی,"7,317","18,291,300","7,269","7,830","6,274","2,500","3,110","2,500",تن,1401/12/08,"سیمان کارون","راهنمای سرمایه‌گذاران",ریال
"سیمان پوزولانی/کیسه50",DCCO-CEMENTP-50L-00,"تالار سیمان","سیمان دورود","نقدی (مچینگ)","6,057","6,904,980","6,057","6,057","6,057",0,"1,140","1,140",تن,1401/12/08,"سیمان دورود","صبا تأمین",ریال
"سیمان پوزولانی/کیسه50",DCCO-CEMENTP-50L-00,"تالار سیمان","سیمان دورود",نقدی,"6,057","14,294,520","6,057","6,057","6,057","3,500","2,360","2,360",تن,1401/12/08,"سیمان دورود","صبا تأمین",ریال
"ورق قلع اندود",MSC-TS11112-00,"تالار صنعتی","فولاد مبارکه اصفهان",سلف,"472,506","2,220,780,300","470,000","479,589","461,280","4,700","5,300","4,700",تن,1401/12/08,"فولاد مبارکه اصفهان","سی ولکس",ریال
"سیمان تیپ 5/کیسه50",DCCO-CEMENT5-50L-00,"تالار سیمان","سیمان دورود",نقدی,"6,948","6,948,400","6,777","7,029","6,171","1,000","2,800","1,000",تن,1401/12/08,"سیمان دورود","صبا تأمین",ریال
"روغن پایه برایت استاک",TIOC-BOBS150B-00,"تالار فرآورده های نفتی","نفت ایرانول تهران",نقدی,"425,000","88,400,000","425,000","425,000","425,000",234,208,208,تن,1401/12/08,"نفت ایرانول","صبا تأمین",ریال
"سیمان پوزولانی/کیسه50",KBCC-CEMENTP-50L-00,"تالار سیمان","سیمان کاوان بوکان",نقدی,"7,773","23,318,030","7,666","7,859","6,057","3,000","10,750","3,000",تن,1401/12/08,"سیمان کاوان بوکان","راهنمای سرمایه‌گذاران",ریال
"PDA TAR",TIOC-PDATARB-00,"تالار فرآورده های نفتی","نفت ایرانول تهران",نقدی,"143,386","149,121,076","141,684","146,500","141,584","1,040","1,404","1,040",تن,1401/12/08,"نفت ایرانول","صبا تأمین",ریال
"سیمان مرکب/کیسه50",DCCO-CEMENTPM-50L-00,"تالار سیمان","سیمان دورود","نقدی (مچینگ)","6,057","3,270,780","6,057","6,057","6,057",0,540,540,تن,1401/12/09,"سیمان دورود","صبا تأمین",ریال
"سیمان مرکب/کیسه50",DCCO-CEMENTPM-50L-00,"تالار سیمان","سیمان دورود","نقدی (مچینگ)","6,057","4,906,170","6,057","6,057","6,057",0,810,810,تن,1401/12/08,"سیمان دورود","صبا تأمین",ریال
"سیمان مرکب/کیسه50",DCCO-CEMENTPM-50L-00,"تالار سیمان","سیمان دورود",نقدی,"6,057","13,022,550","6,057","6,057","6,057","3,500","2,150","2,150",تن,1401/12/08,"سیمان دورود","صبا تأمین",ریال
"سیمان تیپ 5/کیسه50",ECC-CEMENT5-50L-00,"تالار سیمان","سیمان شرق",نقدی,"6,211","1,552,650","6,209","6,211","6,171",250,300,250,تن,1401/12/08,"سیمان شرق","آرمون بورس",ریال
"شمش بلوم (150*150)5SP",AISC-BSG194X-00,"تالار صنعتی","آهن و فولاد ارفع","سلف (مچینگ)","208,570","83,428,000","208,570","208,570","208,570",0,400,400,تن,1401/12/08,"آهن و فولاد ارفع","سی ولکس",ریال
"شمش بلوم (150*150)5SP",AISC-BSG194X-00,"تالار صنعتی","آهن و فولاد ارفع",سلف,"208,570","2,002,272,000","208,570","208,570","208,570","10,000","10,600","9,600",تن,1401/12/08,"آهن و فولاد ارفع","سی ولکس",ریال
"سیمان مرکب/کیسه50",BCCO-CEMENTPM-50L-00,"تالار سیمان","سیمان بجنورد",نقدی,"6,057","1,211,400","6,057","6,057","6,057","6,000",200,200,تن,1401/12/08,"سیمان بجنورد","صبا تأمین",ریال
"سیمان مرکب/کیسه50",BCCO-CEMENTPM-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","6,057","1,211,400","6,057","6,057","6,057",0,200,200,تن,1401/12/10,"سیمان بجنورد","صبا تأمین",ریال
"سیمان سفید/کیسه50",WSH-CEMENTW-50L-00,"تالار سیمان","سیمان سفید شرق",نقدی,"18,857","15,085,200","18,599","18,999","14,844",800,"2,125",800,تن,1401/12/08,"سیمان سفید شرق","آرمون بورس",ریال
"سیمان سفید/کیسه50",LAC-CEMENTW-50L-00,"تالار سیمان","سیمان لارستان",نقدی,"14,800","739,980","14,799","14,800","12,888",50,150,50,تن,1401/12/08,"سیمان لارستان","راهنمای سرمایه‌گذاران",ریال
